index,prediction,anomaly_score,status
0,1,0.09484647220590914,Normal
1,1,0.09619830050167505,Normal
2,1,0.08264573205678882,Normal
3,1,0.08702400801165228,Normal
4,1,0.1057723984173371,Normal
5,1,0.09965867444272047,Normal
6,1,0.09941397288192616,Normal
7,1,0.1020070575880741,Normal
8,1,0.09592987920344587,Normal
9,1,0.08653727036183506,Normal
10,1,0.0797278565243752,Normal
11,1,0.058740567870643245,Normal
12,1,0.08998534919408951,Normal
13,1,0.10189996170272797,Normal
14,1,0.1034242235054858,Normal
15,1,0.08413825254399515,Normal
16,1,0.09679168302589208,Normal
17,1,0.0913344787673217,Normal
18,1,0.10649718136464609,Normal
19,1,0.10182371667176965,Normal
20,1,0.10468151173976964,Normal
21,1,0.08674915581468123,Normal
22,1,0.06866620727468326,Normal
23,1,0.08655038098237855,Normal
24,1,0.043636609244236735,Normal
25,1,0.08594704327107966,Normal
26,1,0.10148840893721817,Normal
27,1,0.09507664649346154,Normal
28,1,0.08698921072676918,Normal
29,1,0.07100847539695238,Normal
30,1,0.08662992993922641,Normal
31,1,0.07920394792956847,Normal
32,1,0.08967053901279048,Normal
33,1,0.059031603641395036,Normal
34,1,0.08716255512331139,Normal
35,1,0.07968273139494875,Normal
36,1,0.10148390642366079,Normal
37,1,0.0907190376733662,Normal
38,1,0.06514174884277973,Normal
39,1,0.07291541932555651,Normal
40,1,0.07182176439571852,Normal
41,1,0.10597387512059181,Normal
42,1,0.054840213935594684,Normal
43,1,0.08976334432451394,Normal
44,1,0.09659250215566845,Normal
45,1,0.08074733307720361,Normal
46,1,0.09177220114445517,Normal
47,1,0.06961390654062605,Normal
48,1,0.07081464737896886,Normal
49,1,0.07886888707711837,Normal
50,1,0.10161481598308686,Normal
51,1,0.08589484592119956,Normal
52,1,0.09344238780035796,Normal
53,1,0.0916453260963821,Normal
54,1,0.06148677766692112,Normal
55,1,0.061082454114135654,Normal
56,1,0.09369673405692425,Normal
57,1,0.06501352314670661,Normal
58,1,0.0776334407690551,Normal
59,1,0.10250277700226285,Normal
60,1,0.09363422342920852,Normal
61,1,0.08929437579903093,Normal
62,1,0.09157263306867425,Normal
63,1,0.09025693262341561,Normal
64,1,0.09852273179236115,Normal
65,1,0.1077700005759954,Normal
66,1,0.10898175336346055,Normal
67,1,0.08543673601277374,Normal
68,1,0.09437085723745192,Normal
69,1,0.10902968889777004,Normal
70,1,0.10749200304183376,Normal
71,1,0.11250856861792718,Normal
72,1,0.10520298474439405,Normal
73,1,0.10683268032256493,Normal
74,1,0.10435151852790764,Normal
75,1,0.10415376208210925,Normal
76,1,0.11583603516112068,Normal
77,1,0.1028980210855528,Normal
78,1,0.09113011573113816,Normal
79,1,0.06452910942856949,Normal
80,1,0.06335300229369417,Normal
81,1,0.07120943997357743,Normal
82,1,0.10242612189081735,Normal
83,1,0.1077988106878674,Normal
84,1,0.11343785142222662,Normal
85,1,0.1011490510365296,Normal
86,1,0.07042049858574079,Normal
87,1,0.0923697757078496,Normal
88,1,0.0813597358499592,Normal
89,1,0.0790367562252548,Normal
90,1,0.10482300589283661,Normal
91,1,0.08960609862983315,Normal
92,1,0.10438315256706981,Normal
93,1,0.09386626231577527,Normal
94,1,0.10769717409087043,Normal
95,1,0.10943924866788979,Normal
96,1,0.09916581249107814,Normal
97,1,0.07590369539798253,Normal
98,1,0.09022408274561139,Normal
99,1,0.10456134247852295,Normal
100,1,0.07560665916356774,Normal
101,1,0.06714768581764352,Normal
102,1,0.09795706394123027,Normal
103,1,0.09645651995202376,Normal
104,1,0.10192816523420256,Normal
105,1,0.08961343320545384,Normal
106,1,0.09886138791456589,Normal
107,1,0.09340077480291864,Normal
108,1,0.08123708692144205,Normal
109,1,0.10504386122473147,Normal
110,1,0.0924303079709427,Normal
111,1,0.07693876990094145,Normal
112,1,0.09106282737402893,Normal
113,1,0.10521108924296008,Normal
114,1,0.1023408667094507,Normal
115,1,0.08779964262079859,Normal
116,1,0.09288196750394934,Normal
117,1,0.09475440627984982,Normal
118,1,0.10213571162737584,Normal
119,1,0.09857292985744326,Normal
120,1,0.09036329316836839,Normal
121,1,0.0847862108248264,Normal
122,1,0.09112836745556391,Normal
123,1,0.09920531124910487,Normal
124,1,0.09997013741277389,Normal
125,1,0.10640819589801942,Normal
126,1,0.10395375895408931,Normal
127,1,0.1143812574637959,Normal
128,1,0.09957690289156518,Normal
129,1,0.09459405196574389,Normal
130,1,0.09219087330530074,Normal
131,1,0.10292357879605601,Normal
132,1,0.08313600228158624,Normal
133,1,0.07194317429670938,Normal
134,1,0.09865090185840825,Normal
135,1,0.09880716937840817,Normal
136,1,0.08123839445187381,Normal
137,1,0.08547501382041123,Normal
138,1,0.08511131794189497,Normal
139,1,0.06988294823493596,Normal
140,1,0.08446094806782267,Normal
141,1,0.0548083152381465,Normal
142,1,0.04930576386609892,Normal
143,1,0.06442657686115832,Normal
144,1,0.0942339937747333,Normal
145,1,0.08729445370912453,Normal
146,1,0.076544728101829,Normal
147,1,0.07898265905760943,Normal
148,1,0.0792907265375738,Normal
149,1,0.0781962312829746,Normal
150,1,0.09351012010205317,Normal
151,1,0.06578490408024473,Normal
152,1,0.08527254511032556,Normal
153,1,0.06542407948679885,Normal
154,1,0.08499242540938556,Normal
155,1,0.05997561551274361,Normal
156,1,0.06902060958621264,Normal
157,1,0.09196118250158936,Normal
158,1,0.09559175584694046,Normal
159,1,0.0745927969400062,Normal
160,1,0.08533055958353936,Normal
161,1,0.099466417566476,Normal
162,1,0.06332788027369635,Normal
163,1,0.0699510374957466,Normal
164,1,0.08548712577813788,Normal
165,1,0.07332782048077874,Normal
166,1,0.0746454660080052,Normal
167,1,0.0919615402013319,Normal
168,1,0.06767026335036774,Normal
169,1,0.06434859545764887,Normal
170,1,0.08737915311054484,Normal
171,1,0.08522646850006593,Normal
172,1,0.0986371673865063,Normal
173,1,0.08650543721689924,Normal
174,1,0.08920043672136269,Normal
175,1,0.05677196782540983,Normal
176,1,0.05996310493202889,Normal
177,1,0.07748675764388496,Normal
178,1,0.09724383170684076,Normal
179,1,0.0811598846188975,Normal
180,1,0.08710517450812799,Normal
181,1,0.09461412017432258,Normal
182,1,0.06230491232056762,Normal
183,1,0.0676838184444789,Normal
184,1,0.0813587226568086,Normal
185,1,0.05851965085314609,Normal
186,1,0.07413455124937868,Normal
187,1,0.044632847363491934,Normal
188,1,0.07933043467537843,Normal
189,1,0.013521132344215925,Normal
190,1,0.03588569871249386,Normal
191,1,0.05488774514552436,Normal
192,1,0.06015577967955643,Normal
193,1,0.08015112803552105,Normal
194,1,0.09122272106662682,Normal
195,1,0.07479954015236662,Normal
196,1,0.08826879580119651,Normal
197,1,0.10021374489934826,Normal
198,1,0.08361488039888171,Normal
199,1,0.07776103612435348,Normal
200,1,0.08215490843561019,Normal
201,1,0.0842013341751387,Normal
202,1,0.09518964638052718,Normal
203,1,0.044531624741041276,Normal
204,1,0.07440426446253812,Normal
205,1,0.08448154373943884,Normal
206,1,0.09849755622104694,Normal
207,1,0.06877238030422844,Normal
208,1,0.09132379858285056,Normal
209,1,0.07296493954130168,Normal
210,1,0.07212713140221011,Normal
211,1,0.07910550188271548,Normal
212,1,0.08757691639463733,Normal
213,1,0.050506223464165056,Normal
214,1,0.06267576887003012,Normal
215,1,0.054472975004750124,Normal
216,1,0.0804739600446539,Normal
217,1,0.05585434765477082,Normal
218,1,0.08257706586924113,Normal
219,1,0.09038219065529274,Normal
220,1,0.08581505551507612,Normal
221,1,0.08877626044355519,Normal
222,1,0.09080773170152606,Normal
223,1,0.08448716079738883,Normal
224,1,0.07732174958188082,Normal
225,1,0.06509289549643882,Normal
226,1,0.05362629490542675,Normal
227,1,0.0764893262798923,Normal
228,1,0.08020446820704363,Normal
229,1,0.08153252157447283,Normal
230,1,0.08984890484632652,Normal
231,1,0.07431407140027291,Normal
232,1,0.08243275325735194,Normal
233,1,0.08405106047999106,Normal
234,1,0.09341344164716109,Normal
235,1,0.095443762943767,Normal
236,1,0.08037402493813495,Normal
237,1,0.08609624320664533,Normal
238,1,0.08718766828003904,Normal
239,1,0.09750862353340217,Normal
240,1,0.10338472819091321,Normal
241,1,0.0938445662465563,Normal
242,1,0.06242410073532506,Normal
243,1,0.07189640440488654,Normal
244,1,0.09373995686807851,Normal
245,1,0.10011564590984151,Normal
246,1,0.07619280296121922,Normal
247,1,0.0897611315136404,Normal
248,1,0.09998536516927642,Normal
249,1,0.09748403991608057,Normal
250,1,0.09201010795601805,Normal
251,1,0.07323750278625629,Normal
252,1,0.0710955352676555,Normal
253,1,0.07703833826831336,Normal
254,1,0.06280598160439166,Normal
255,1,0.0715235497086199,Normal
256,1,0.05014172238943959,Normal
257,1,0.07869119310897288,Normal
258,1,0.06812918628820669,Normal
259,1,0.07783027384629898,Normal
260,1,0.08064621089407986,Normal
261,1,0.07400413232785324,Normal
262,1,0.061500930991403635,Normal
263,1,0.06646041357139304,Normal
264,1,0.09254439841466472,Normal
265,1,0.08854567449478423,Normal
266,1,0.08579652239161417,Normal
267,1,0.08147953129327967,Normal
268,1,0.04525323785385188,Normal
