index,prediction,anomaly_score,status
0,1,0.07690910300563053,Normal
1,1,0.07873724007755267,Normal
2,1,0.06837354561449316,Normal
3,1,0.082249824864012,Normal
4,1,0.0887928970120862,Normal
5,1,0.07919818786769861,Normal
6,1,0.09343202551146523,Normal
7,1,0.09620994498099222,Normal
8,1,0.09812059856078315,Normal
9,1,0.07091936035055296,Normal
10,1,0.06295310207698451,Normal
11,1,0.052684865886046484,Normal
12,1,0.07304371003297255,Normal
13,1,0.0980220686030997,Normal
14,1,0.10189010172554996,Normal
15,1,0.08085835399633207,Normal
16,1,0.0919927240095339,Normal
17,1,0.08372245227883235,Normal
18,1,0.09530685733136735,Normal
19,1,0.0981745151288333,Normal
20,1,0.09884285336962867,Normal
21,1,0.08363543793581785,Normal
22,1,0.06885404135551154,Normal
23,1,0.080991135938417,Normal
24,1,0.05268452228163184,Normal
25,1,0.07215895819872481,Normal
26,1,0.09683248806727163,Normal
27,1,0.09242547472849755,Normal
28,1,0.08138715337638319,Normal
29,1,0.07504450963480486,Normal
30,1,0.08036493985872722,Normal
31,1,0.08511147190861457,Normal
32,1,0.07848706718300402,Normal
33,1,0.05455977093753284,Normal
34,1,0.07522480528172165,Normal
35,1,0.07677634482469325,Normal
36,1,0.10214509774484215,Normal
37,1,0.07779451980290741,Normal
38,1,0.0478215453269944,Normal
39,1,0.06767837057478399,Normal
40,1,0.07701130303432341,Normal
41,1,0.09678692210360035,Normal
42,1,0.057073727781111305,Normal
43,1,0.0738590311854303,Normal
44,1,0.09011917917416434,Normal
45,1,0.0721292103791985,Normal
46,1,0.07998843288666013,Normal
47,1,0.057997857346324844,Normal
48,1,0.060146969695099695,Normal
49,1,0.08598312107375206,Normal
50,1,0.0964746552339753,Normal
51,1,0.08569649382417532,Normal
52,1,0.09299985822942552,Normal
53,1,0.08506192381016464,Normal
54,1,0.06112394622834777,Normal
55,1,0.05655444023411915,Normal
56,1,0.07263214583617839,Normal
57,1,0.05123042844531084,Normal
58,1,0.08178460711271757,Normal
59,1,0.09774964723757845,Normal
60,1,0.08602182823666565,Normal
61,1,0.07668921875608281,Normal
62,1,0.08527714179790225,Normal
63,1,0.08738793643927362,Normal
64,1,0.08723794183583505,Normal
65,1,0.10807986900350414,Normal
66,1,0.10544930772162703,Normal
67,1,0.06560977301163584,Normal
68,1,0.09118117764848205,Normal
69,1,0.1005121148147971,Normal
70,1,0.10116717514516771,Normal
71,1,0.1027088578740788,Normal
72,1,0.09834272875615907,Normal
73,1,0.09204334056906577,Normal
74,1,0.08986949307383885,Normal
75,1,0.0966316020400052,Normal
76,1,0.10605011310571921,Normal
77,1,0.0921144670025506,Normal
78,1,0.07858899996991447,Normal
79,1,0.06120792317910201,Normal
80,1,0.04671639460679067,Normal
81,1,0.054997140610988926,Normal
82,1,0.0826478084797338,Normal
83,1,0.09077688879398221,Normal
84,1,0.09906687756027832,Normal
85,1,0.08587467138605204,Normal
86,1,0.05720855267456293,Normal
87,1,0.07245664199449237,Normal
88,1,0.07357727728078567,Normal
89,1,0.06138742225927135,Normal
90,1,0.08879490412511537,Normal
91,1,0.07659428095402931,Normal
92,1,0.0923072112968204,Normal
93,1,0.08550461312334473,Normal
94,1,0.09813249365458193,Normal
95,1,0.09829727467919525,Normal
96,1,0.08597116239453412,Normal
97,1,0.07039654299577047,Normal
98,1,0.0656971624624873,Normal
99,1,0.09340217081925556,Normal
100,1,0.06765659450931777,Normal
101,1,0.06915268799827179,Normal
102,1,0.09322468343229523,Normal
103,1,0.08591216046906669,Normal
104,1,0.10323747150939094,Normal
105,1,0.08473973779101146,Normal
106,1,0.09112023147034426,Normal
107,1,0.09469405041407214,Normal
108,1,0.08081787268994112,Normal
109,1,0.09523231095628432,Normal
110,1,0.09494665419576881,Normal
111,1,0.06508895940193649,Normal
112,1,0.07466903195703178,Normal
113,1,0.10462962457504399,Normal
114,1,0.09535686662732151,Normal
115,1,0.0808633302821185,Normal
116,1,0.08068623475638165,Normal
117,1,0.07754420266861467,Normal
118,1,0.10155642317232472,Normal
119,1,0.09282635520557181,Normal
120,1,0.08832958543740876,Normal
121,1,0.07920954147708076,Normal
122,1,0.08432667777735653,Normal
123,1,0.08296535756484374,Normal
124,1,0.08904108904021646,Normal
125,1,0.1023768541861429,Normal
126,1,0.09684822689079775,Normal
127,1,0.10396722858412266,Normal
128,1,0.09526430351888487,Normal
129,1,0.08786505752823665,Normal
130,1,0.08491081331780986,Normal
131,1,0.09608248111825962,Normal
132,1,0.06931850043293919,Normal
133,1,0.07055119458576203,Normal
